"AnimalID","GroupID","Location","TrappingPeriod","DateofCapture","GroupSize","Sex","weight","Rainfall","firstcapturedate","censor","Time.days","Time.years","statecode","state"
"KR31M015","Kuruman 31","KRR",12,"25/11/2019",13,"Male",56,9.848668221,2019-11-23,NA,0,0,"ingroupnonbreeder",1
"KR31M015","Kuruman 31","KRR",13,"20/04/2020",17,"Male",89,135.605622,2019-11-23,NA,149,0.407939767,"ingroupnonbreeder",1
"KR31M015","Kuruman 31","KRR",NA,"27/05/2020",NA,"Male",NA,64.81177172,2019-11-23,99,186,0.509240246,"ingroupnonbreeder",99
"KR31M021","Kuruman 31","KRR",13,"23/04/2020",17,"Male",24,135.605622,2020-04-20,NA,0,0,"ingroupnonbreeder",1
"KR31M021","Kuruman 31","KRR",NA,"27/05/2020",NA,"Male",NA,64.81177172,2020-04-20,99,37,0.101300479,"ingroupnonbreeder",99
"KR34M001","Kuruman 34","KRR",8,"09/10/2017",4,"Male",26,16.33745678,2017-10-09,NA,0,0,"ingroupnonbreeder",1
"KR34M001","Kuruman 34","KRR",11,"06/04/2019",7,"Male",85,89.01727301,2017-10-09,NA,544,1.489390828,"ingroupnonbreeder",1
"KR34M001","Kuruman 34","KRR",12,"11/09/2019",8,"Male",83,0.397720048,2017-10-09,NA,702,1.921971253,"ingroupnonbreeder",1
"KR34M001","Kuruman 34","KRR",13,"01/04/2020",8,"Male",98,165.6746387,2017-10-09,NA,905,2.477754962,"ingroupnonbreeder",1
"KR34M001","Kuruman 34","KRR",NA,"27/05/2020",NA,"Male",NA,64.81177172,2017-10-09,99,961,2.631074606,"ingroupnonbreeder",99
"KR34M002","Kuruman 34","KRR",8,"09/10/2017",4,"Male",27,16.33745678,2017-10-09,NA,0,0,"ingroupnonbreeder",1
"KR34M002","Kuruman 34","KRR",11,"07/04/2019",7,"Male",96,89.01727301,2017-10-09,NA,545,1.492128679,"ingroupnonbreeder",1
"KR34M002","Kuruman 34","KRR",12,"09/09/2019",8,"Male",86,0.397720048,2017-10-09,NA,700,1.916495551,"ingroupnonbreeder",1
"KR34M002","Kuruman 34","KRR",13,"02/04/2020",8,"Male",100,165.6746387,2017-10-09,NA,906,2.480492813,"ingroupnonbreeder",1
"KR34M002","Kuruman 34","KRR",NA,"27/05/2020",NA,"Male",NA,64.81177172,2017-10-09,99,961,2.631074606,"ingroupnonbreeder",99
"KR34M003","Kuruman 34","KRR",11,"06/04/2019",7,"Male",60,89.01727301,2019-04-06,NA,0,0,"ingroupnonbreeder",1
"KR34M003","Kuruman 34","KRR",12,"09/09/2019",8,"Male",118,0.397720048,2019-04-06,NA,156,0.427104723,"ingroupnonbreeder",1
"KR34M003","Kuruman 34","KRR",13,"01/04/2020",8,"Male",81,165.6746387,2019-04-06,NA,361,0.988364134,"ingroupnonbreeder",1
"KR34M003","Kuruman 34","KRR",NA,"27/05/2020",NA,"Male",NA,64.81177172,2019-04-06,99,417,1.141683778,"ingroupnonbreeder",99
"KR35M002","Kuruman 35","KRR",11,"05/04/2019",5,"Male",65,89.01727301,2019-04-04,NA,0,0,"ingroupnonbreeder",1
"KR35M002","Kuruman 35","KRR",12,"06/10/2019",7,"Male",94,5.217065306,2019-04-04,NA,185,0.506502396,"ingroupnonbreeder",1
"KR35M002","Kuruman 35","KRR",13,"14/04/2020",9,"Male",107,135.605622,2019-04-04,NA,376,1.029431896,"ingroupnonbreeder",1
"KR35M002","Kuruman 35","KRR",NA,"27/05/2020",NA,"Male",NA,64.81177172,2019-04-04,99,419,1.14715948,"ingroupnonbreeder",99
"KR35M005","Kuruman 35","KRR",12,"07/10/2019",7,"Male",27,5.217065306,2019-10-06,NA,0,0,"ingroupnonbreeder",1
"KR35M005","Kuruman 35","KRR",13,"13/04/2020",9,"Male",81,135.605622,2019-10-06,NA,190,0.52019165,"ingroupnonbreeder",1
"KR35M005","Kuruman 35","KRR",NA,"27/05/2020",NA,"Male",NA,64.81177172,2019-10-06,99,234,0.640657084,"ingroupnonbreeder",99
"KR35M007","Kuruman 35","KRR",13,"13/04/2020",9,"Male",54,135.605622,2020-04-13,NA,0,0,"ingroupnonbreeder",1
"KR35M007","Kuruman 35","KRR",NA,"27/05/2020",NA,"Male",NA,64.81177172,2020-04-13,99,44,0.120465435,"ingroupnonbreeder",99
"KR35M008","Kuruman 35","KRR",13,"14/04/2020",9,"Male",55,135.605622,2020-04-13,NA,0,0,"ingroupnonbreeder",1
"KR35M008","Kuruman 35","KRR",NA,"27/05/2020",NA,"Male",NA,64.81177172,2020-04-13,99,44,0.120465435,"ingroupnonbreeder",99
"KR36M002","Kuruman 36","KRR",7,"08/05/2017",14,"Male",74,75.0055436,2017-05-08,NA,0,0,"ingroupnonbreeder",1
"KR36M002","Kuruman 36","KRR",8,"10/10/2017",14,"Male",98,16.33745678,2017-05-08,NA,155,0.424366872,"ingroupnonbreeder",1
"KR36M002",NA,"KRR",NA,"17/03/2018",NA,"Male",NA,NA,2017-05-08,NA,313,0.856947296,"Disappeared",2
"KR36M005","Kuruman 36","KRR",7,"08/05/2017",14,"Male",35,75.0055436,2017-05-08,NA,0,0,"ingroupnonbreeder",1
"KR36M005","Kuruman 36","KRR",8,"09/10/2017",14,"Male",89,16.33745678,2017-05-08,NA,154,0.421629021,"ingroupnonbreeder",1
"KR36M005",NA,"KRR",NA,"17/03/2018",NA,"Male",NA,NA,2017-05-08,NA,313,0.856947296,"Disappeared",2
"KR36M007","Kuruman 36","KRR",7,"09/05/2017",14,"Male",38,75.0055436,2017-05-08,NA,0,0,"ingroupnonbreeder",1
"KR36M007","Kuruman 36","KRR",8,"09/10/2017",14,"Male",92,16.33745678,2017-05-08,NA,154,0.421629021,"ingroupnonbreeder",1
"KR36M007","Kuruman 36","KRR",9,"17/04/2018",9,"Male",155,171.3225646,2017-05-08,NA,344,0.941820671,"ingroupnonbreeder",1
"KR36M007","Kuruman 35","KRR",11,"04/04/2019",5,"Male",135,89.01727301,2017-05-08,NA,696,1.905544148,"Disappeared",2
"KR36M011","Kuruman 36","KRR",7,"10/05/2017",14,"Male",41,75.0055436,2017-05-08,NA,0,0,"ingroupnonbreeder",1
"KR36M011",NA,"KRR",NA,"31/07/2017",NA,"Male",NA,NA,2017-05-08,NA,84,0.229979466,"Disappeared",2
"KR36M014","Kuruman 36","KRR",9,"19/04/2018",9,"Male",53,171.3225646,2018-04-17,NA,0,0,"ingroupnonbreeder",1
"KR36M014","Kuruman 36","KRR",10,"14/10/2018",12,"Male",107,11.76823613,2018-04-17,NA,180,0.492813142,"ingroupnonbreeder",1
"KR36M014","Kuruman 36","KRR",11,"15/04/2019",15,"Male",175,89.01727301,2018-04-17,NA,363,0.993839836,"ingroupnonbreeder",1
"KR36M014",NA,"KRR",NA,"09/09/2019",NA,"Male",NA,NA,2018-04-17,NA,510,1.396303901,"Disappeared",2
"KR36M016","Kuruman 36","KRR",10,"13/10/2018",12,"Male",85,11.76823613,2018-10-13,NA,0,0,"ingroupnonbreeder",1
"KR36M016","Kuruman 36","KRR",11,"17/04/2019",15,"Male",156,89.01727301,2018-10-13,NA,186,0.509240246,"ingroupnonbreeder",1
"KR36M016","Kuruman 36","KRR",13,"11/05/2020",8,"Male",154,64.81177172,2018-10-13,NA,576,1.577002053,"ingroupnonbreeder",1
"KR36M016","Kuruman 36","KRR",NA,"27/05/2020",NA,"Male",NA,64.81177172,2018-10-13,99,592,1.620807666,"ingroupnonbreeder",99
"KR36M017","Kuruman 36","KRR",10,"13/10/2018",12,"Male",71,11.76823613,2018-10-13,NA,0,0,"ingroupnonbreeder",1
"KR36M017","Kuruman 36","KRR",11,"15/04/2019",15,"Male",152,89.01727301,2018-10-13,NA,184,0.503764545,"ingroupnonbreeder",1
"KR36M017",NA,"KRR",NA,"09/09/2019",NA,"Male",NA,NA,2018-10-13,NA,331,0.906228611,"Disappeared",2
"KR36M021","Kuruman 36","KRR",11,"15/04/2019",15,"Male",63,89.01727301,2019-04-15,NA,0,0,"ingroupnonbreeder",1
"KR36M021",NA,"KRR",NA,"09/09/2019",NA,"Male",NA,NA,2019-04-15,NA,147,0.402464066,"Disappeared",2
"KR36M022","Kuruman 36","KRR",11,"16/04/2019",15,"Male",73,89.01727301,2019-04-15,NA,0,0,"ingroupnonbreeder",1
"KR36M022","Kuruman 36","KRR",13,"11/05/2020",8,"Male",107,64.81177172,2019-04-15,NA,392,1.073237509,"ingroupnonbreeder",1
"KR36M022","Kuruman 36","KRR",NA,"27/05/2020",NA,"Male",NA,64.81177172,2019-04-15,99,408,1.117043121,"ingroupnonbreeder",99
"KR38M001","Kuruman 38","KRR",8,"21/10/2017",4,"Male",13,16.33745678,2017-10-19,NA,0,0,"ingroupnonbreeder",1
"KR38M001",NA,"KRR",NA,"17/03/2018",NA,"Male",NA,NA,2017-10-19,NA,149,0.407939767,"Disappeared",2
"KR38M002","Kuruman 38","KRR",8,"21/10/2017",4,"Male",13,16.33745678,2017-10-19,NA,0,0,"ingroupnonbreeder",1
"KR38M002",NA,"KRR",NA,"17/03/2018",NA,"Male",NA,NA,2017-10-19,NA,149,0.407939767,"Disappeared",2
"KR38M003","Kuruman 38","KRR",8,"21/10/2017",4,"Male",14,16.33745678,2017-10-19,NA,0,0,"ingroupnonbreeder",1
"KR38M003",NA,"KRR",NA,"17/03/2018",NA,"Male",NA,NA,2017-10-19,NA,149,0.407939767,"Disappeared",2
"KR38M004","Kuruman 38","KRR",11,"17/04/2019",3,"Male",50,89.01727301,2019-04-17,NA,0,0,"ingroupnonbreeder",1
"KR38M004",NA,"KRR",NA,"09/09/2019",NA,"Male",NA,NA,2019-04-17,NA,145,0.396988364,"Disappeared",2
"KR39M001","Kuruman 39","KRR",10,"28/11/2018",5,"Male",48,17.16380656,2018-11-27,NA,0,0,"ingroupnonbreeder",1
"KR39M001","Kuruman 39","KRR",11,"19/03/2019",5,"Male",63,69.35182863,2018-11-27,NA,112,0.306639288,"ingroupnonbreeder",1
"KR39M001","Kuruman 39","KRR",12,"17/09/2019",6,"Male",90,0.397720048,2018-11-27,NA,294,0.804928131,"ingroupnonbreeder",1
"KR39M001","Kuruman 39","KRR",13,"16/03/2020",6,"Male",113,165.6746387,2018-11-27,NA,475,1.300479124,"ingroupnonbreeder",1
"KR39M001","Kuruman 39","KRR",NA,"27/05/2020",NA,"Male",NA,64.81177172,2018-11-27,99,547,1.497604381,"ingroupnonbreeder",99
"KR39M002","Kuruman 39","KRR",10,"27/11/2018",5,"Male",51,17.16380656,2018-11-27,NA,0,0,"ingroupnonbreeder",1
"KR39M002","Kuruman 39","KRR",11,"20/03/2019",5,"Male",75,69.35182863,2018-11-27,NA,113,0.309377139,"ingroupnonbreeder",1
"KR39M002","Kuruman 39","KRR",12,"17/09/2019",6,"Male",102,0.397720048,2018-11-27,NA,294,0.804928131,"ingroupnonbreeder",1
"KR39M002",NA,"KRR",NA,"05/03/2020",NA,"Male",NA,NA,2018-11-27,NA,464,1.270362765,"Disappeared",2
"KR39M003","Kuruman 39","KRR",12,"17/09/2019",6,"Male",26,0.397720048,2019-09-16,NA,0,0,"ingroupnonbreeder",1
"KR39M003","Kuruman 39","KRR",13,"17/03/2020",6,"Male",56,165.6746387,2019-09-16,NA,183,0.501026694,"ingroupnonbreeder",1
"KR39M003","Kuruman 39","KRR",NA,"27/05/2020",NA,"Male",NA,64.81177172,2019-09-16,99,254,0.6954141,"ingroupnonbreeder",99
"KR39M004","Kuruman 39","KRR",12,"17/09/2019",6,"Male",29,0.397720048,2019-09-16,NA,0,0,"ingroupnonbreeder",1
"KR39M004","Kuruman 39","KRR",13,"17/03/2020",6,"Male",72,165.6746387,2019-09-16,NA,183,0.501026694,"ingroupnonbreeder",1
"KR39M004","Kuruman 39","KRR",NA,"27/05/2020",NA,"Male",NA,64.81177172,2019-09-16,99,254,0.6954141,"ingroupnonbreeder",99
"KR39M005","Kuruman 39","KRR",13,"19/03/2020",6,"Male",20,165.6746387,2020-03-16,NA,0,0,"ingroupnonbreeder",1
"KR39M005","Kuruman 39","KRR",NA,"27/05/2020",NA,"Male",NA,64.81177172,2020-03-16,99,72,0.197125257,"ingroupnonbreeder",99
"KR42M003","Kuruman 42","KRR",11,"13/03/2019",6,"Male",15,69.35182863,2019-03-12,NA,0,0,"ingroupnonbreeder",1
"KR42M003","Kuruman 42","KRR",12,"07/10/2019",7,"Male",72,5.217065306,2019-03-12,NA,209,0.572210815,"ingroupnonbreeder",1
"KR42M003","Kuruman 42","KRR",13,"11/03/2020",7,"Male",93,165.6746387,2019-03-12,NA,365,0.999315537,"ingroupnonbreeder",1
"KR42M003","Kuruman 42","KRR",NA,"27/05/2020",NA,"Male",NA,64.81177172,2019-03-12,99,442,1.210130048,"ingroupnonbreeder",99
"KR42M004","Kuruman 42","KRR",11,"13/03/2019",6,"Male",12,69.35182863,2019-03-12,NA,0,0,"ingroupnonbreeder",1
"KR42M004","Kuruman 42","KRR",12,"06/10/2019",7,"Male",69,5.217065306,2019-03-12,NA,208,0.569472964,"ingroupnonbreeder",1
"KR42M004","Kuruman 42","KRR",13,"10/03/2020",7,"Male",94,165.6746387,2019-03-12,NA,364,0.996577687,"ingroupnonbreeder",1
"KR42M004","Kuruman 42","KRR",NA,"27/05/2020",NA,"Male",NA,64.81177172,2019-03-12,99,442,1.210130048,"ingroupnonbreeder",99
"KR43M001","Kuruman 43","KRR",10,"24/11/2018",5,"Male",37,17.16380656,2018-11-22,NA,0,0,"ingroupnonbreeder",1
"KR43M001","Kuruman 43","KRR",11,"20/03/2019",5,"Male",63,69.35182863,2018-11-22,NA,118,0.323066393,"ingroupnonbreeder",1
"KR43M001",NA,"KRR",NA,"09/09/2019",NA,"Male",NA,NA,2018-11-22,NA,291,0.796714579,"Disappeared",2
"KR43M005","Kuruman 43","KRR",12,"19/09/2019",7,"Male",35,0.397720048,2019-09-16,NA,0,0,"ingroupnonbreeder",1
"KR43M005","Kuruman 43","KRR",13,"17/03/2020",10,"Male",82,165.6746387,2019-09-16,NA,183,0.501026694,"ingroupnonbreeder",1
"KR43M005","Kuruman 43","KRR",NA,"27/05/2020",NA,"Male",NA,64.81177172,2019-09-16,99,254,0.6954141,"ingroupnonbreeder",99
"KR45M002","Kuruman 45","KRR",13,"24/03/2020",3,"Male",98,165.6746387,2020-03-23,NA,0,0,"ingroupnonbreeder",1
"KR45M002","Kuruman 45","KRR",NA,"27/05/2020",NA,"Male",NA,64.81177172,2020-03-23,99,65,0.177960301,"ingroupnonbreeder",99
"KR49M004","Kuruman 49","KRR",12,"28/10/2019",17,"Male",63,5.217065306,2019-10-28,NA,0,0,"ingroupnonbreeder",1
"KR49M004","Kuruman 49","KRR",13,"20/05/2020",13,"Male",90,64.81177172,2019-10-28,NA,205,0.561259411,"ingroupnonbreeder",1
"KR49M004","Kuruman 49","KRR",NA,"27/05/2020",NA,"Male",NA,64.81177172,2019-10-28,99,212,0.580424367,"ingroupnonbreeder",99
"KR49M015","Kuruman 49","KRR",12,"29/10/2019",17,"Male",28,5.217065306,2019-10-28,NA,0,0,"ingroupnonbreeder",1
"KR49M015",NA,"KRR",NA,"05/03/2020",NA,"Male",NA,NA,2019-10-28,NA,129,0.353182752,"Disappeared",2
"KR49M019","Kuruman 49","KRR",13,"20/05/2020",13,"Male",57,64.81177172,2020-05-19,NA,0,0,"ingroupnonbreeder",1
"KR49M019","Kuruman 49","KRR",NA,"27/05/2020",NA,"Male",NA,64.81177172,2020-05-19,99,8,0.021902806,"ingroupnonbreeder",99
"KR49M020","Kuruman 49","KRR",13,"20/05/2020",13,"Male",69,64.81177172,2020-05-19,NA,0,0,"ingroupnonbreeder",1
"KR49M020","Kuruman 49","KRR",NA,"27/05/2020",NA,"Male",NA,64.81177172,2020-05-19,99,8,0.021902806,"ingroupnonbreeder",99
"KR53M003","Kuruman 53","KRR",13,"23/04/2020",5,"Male",60,135.605622,2020-04-22,NA,0,0,"ingroupnonbreeder",1
"KR53M003","Kuruman 53","KRR",NA,"27/05/2020",NA,"Male",NA,64.81177172,2020-04-22,99,35,0.095824778,"ingroupnonbreeder",99
"KR53M004","Kuruman 53","KRR",13,"23/04/2020",5,"Male",50,135.605622,2020-04-22,NA,0,0,"ingroupnonbreeder",1
"KR53M004","Kuruman 53","KRR",NA,"27/05/2020",NA,"Male",NA,64.81177172,2020-04-22,99,35,0.095824778,"ingroupnonbreeder",99
"KR7M016","Kuruman 7","KRR",1,"06/12/2013",17,"Male",63,87.00237235,2013-12-03,NA,0,0,"ingroupnonbreeder",1
"KR7M016","Kuruman 7","KRR",2,"08/08/2014",6,"Male",99,4.644637189,2013-12-03,NA,248,0.678986995,"ingroupnonbreeder",1
"KR7M016","Kuruman 7","KRR",3,"03/03/2015",5,"Male",112,108.703723,2013-12-03,NA,455,1.245722108,"ingroupnonbreeder",1
"KR7M016","Kuruman 8","KRR",7,"06/02/2017",12,"Male",NA,209.6293089,2013-12-03,NA,1161,3.178644764,"Disappeared",2
"KR7M018","Kuruman 7","KRR",10,"14/11/2018",4,"Male",35,17.16380656,2018-11-13,NA,0,0,"ingroupnonbreeder",1
"KR7M018","Kuruman 7","KRR",11,"09/03/2019",6,"Male",67,69.35182863,2018-11-13,NA,116,0.317590691,"ingroupnonbreeder",1
"KR7M018","Kuruman 7","KRR",12,"30/09/2019",11,"Male",110,0.274765418,2018-11-13,NA,321,0.878850103,"ingroupnonbreeder",1
"KR7M018",NA,"KRR",NA,"05/03/2020",NA,"Male",NA,NA,2018-11-13,NA,478,1.308692676,"Disappeared",2
"KR7M021","Kuruman 7","KRR",11,"10/03/2019",6,"Male",51,69.35182863,2019-03-09,NA,0,0,"ingroupnonbreeder",1
"KR7M021","Kuruman 7","KRR",12,"01/10/2019",11,"Male",97,0.274765418,2019-03-09,NA,206,0.563997262,"ingroupnonbreeder",1
"KR7M021",NA,"KRR",NA,"05/03/2020",NA,"Male",NA,NA,2019-03-09,NA,362,0.991101985,"Disappeared",2
"KR7M022","Kuruman 7","KRR",12,"30/09/2019",11,"Male",47,0.274765418,2019-09-30,NA,0,0,"ingroupnonbreeder",1
"KR7M022","Kuruman 7","KRR",13,"20/05/2020",6,"Male",95,64.81177172,2019-09-30,NA,233,0.637919233,"ingroupnonbreeder",1
"KR7M022","Kuruman 7","KRR",NA,"27/05/2020",NA,"Male",NA,64.81177172,2019-09-30,99,240,0.657084189,"ingroupnonbreeder",99
"KR7M025","Kuruman 7","KRR",12,"02/10/2019",11,"Male",27,0.274765418,2019-09-30,NA,0,0,"ingroupnonbreeder",1
"KR7M025",NA,"KRR",NA,"05/03/2020",NA,"Male",NA,NA,2019-09-30,NA,157,0.429842574,"Disappeared",2
"KR7M027","Kuruman 7","KRR",13,"20/05/2020",6,"Male",74,64.81177172,2020-05-20,NA,0,0,"ingroupnonbreeder",1
"KR7M027","Kuruman 7","KRR",NA,"27/05/2020",NA,"Male",NA,64.81177172,2020-05-20,99,7,0.019164956,"ingroupnonbreeder",99
"KR8M010","Kuruman 8","KRR",7,"07/02/2017",12,"Male",66,209.6293089,2017-02-06,NA,0,0,"ingroupnonbreeder",1
"KR8M010","Kuruman 8","KRR",8,"14/08/2017",11,"Male",101,1.34743409,2017-02-06,NA,189,0.517453799,"ingroupnonbreeder",1
"KR8M010",NA,"KRR",NA,"17/03/2018",NA,"Male",NA,NA,2017-02-06,NA,404,1.106091718,"Disappeared",2
"KR8M013","Kuruman 8","KRR",7,"08/02/2017",12,"Male",90,209.6293089,2017-02-06,NA,0,0,"ingroupnonbreeder",1
"KR8M013","Kuruman 8","KRR",8,"16/08/2017",11,"Male",143,1.34743409,2017-02-06,NA,191,0.5229295,"ingroupnonbreeder",1
"KR8M013","Kuruman 8","KRR",9,"02/05/2018",16,"Male",175,171.3225646,2017-02-06,NA,450,1.232032854,"ingroupnonbreeder",1
"KR8M013","Kuruman 8","KRR",10,"05/11/2018",16,"Male",180,17.16380656,2017-02-06,NA,637,1.744010951,"ingroupnonbreeder",1
"KR8M013","Kuruman 8","KRR",11,"10/03/2019",15,"Male",198,69.35182863,2017-02-06,NA,762,2.0862423,"ingroupnonbreeder",1
"KR8M013","Kuruman 8","KRR",12,"16/10/2019",15,"Male",190,5.217065306,2017-02-06,NA,982,2.688569473,"ingroupnonbreeder",1
"KR8M013","Kuruman 8","KRR",13,"21/04/2020",22,"Male",189,135.605622,2017-02-06,NA,1170,3.203285421,"ingroupnonbreeder",1
"KR8M013","Kuruman 8","KRR",NA,"27/05/2020",NA,"Male",NA,64.81177172,2017-02-06,99,1206,3.301848049,"ingroupnonbreeder",99
"KR8M015","Kuruman 8","KRR",7,"08/02/2017",12,"Male",14,209.6293089,2017-02-06,NA,0,0,"ingroupnonbreeder",1
"KR8M015",NA,"KRR",NA,"31/07/2017",NA,"Male",NA,NA,2017-02-06,NA,175,0.479123888,"Disappeared",2
"KR8M018","Kuruman 8","KRR",8,"15/08/2017",11,"Male",50,1.34743409,2017-08-14,NA,0,0,"ingroupnonbreeder",1
"KR8M018","Kuruman 8","KRR",9,"02/05/2018",16,"Male",121,171.3225646,2017-08-14,NA,261,0.714579055,"ingroupnonbreeder",1
"KR8M018","Kuruman 8","KRR",10,"09/11/2018",16,"Male",128,17.16380656,2017-08-14,NA,452,1.237508556,"ingroupnonbreeder",1
"KR8M018",NA,"KRR",NA,"09/03/2019",NA,"Male",NA,NA,2017-08-14,NA,572,1.56605065,"Disappeared",2
"KR8M019","Kuruman 8","KRR",8,"15/08/2017",11,"Male",72,1.34743409,2017-08-14,NA,0,0,"ingroupnonbreeder",1
"KR8M019","Kuruman 8","KRR",9,"01/05/2018",16,"Male",122,171.3225646,2017-08-14,NA,260,0.711841205,"ingroupnonbreeder",1
"KR8M019",NA,"KRR",NA,"14/09/2018",NA,"Male",NA,NA,2017-08-14,NA,396,1.084188912,"Disappeared",2
"KR8M020","Kuruman 8","KRR",9,"30/04/2018",16,"Male",45,171.3225646,2018-04-30,NA,0,0,"ingroupnonbreeder",1
"KR8M020","Kuruman 8","KRR",10,"07/11/2018",16,"Male",96,17.16380656,2018-04-30,NA,191,0.5229295,"ingroupnonbreeder",1
"KR8M020","Kuruman 8","KRR",11,"10/03/2019",15,"Male",119,69.35182863,2018-04-30,NA,314,0.859685147,"ingroupnonbreeder",1
"KR8M020",NA,"KRR",NA,"09/09/2019",NA,"Male",NA,NA,2018-04-30,NA,497,1.360711841,"Disappeared",2
"KR8M022","Kuruman 8","KRR",9,"02/05/2018",16,"Male",75,171.3225646,2018-04-30,NA,0,0,"ingroupnonbreeder",1
"KR8M022","Kuruman 8","KRR",10,"05/11/2018",16,"Male",108,17.16380656,2018-04-30,NA,189,0.517453799,"ingroupnonbreeder",1
"KR8M022","Kuruman 8","KRR",11,"10/03/2019",15,"Male",137,69.35182863,2018-04-30,NA,314,0.859685147,"ingroupnonbreeder",1
"KR8M022",NA,"KRR",NA,"09/09/2019",NA,"Male",NA,NA,2018-04-30,NA,497,1.360711841,"Disappeared",2
"KR8M026","Kuruman 8","KRR",9,"02/05/2018",16,"Male",64,171.3225646,2018-04-30,NA,0,0,"ingroupnonbreeder",1
"KR8M026","Kuruman 8","KRR",10,"07/11/2018",16,"Male",124,17.16380656,2018-04-30,NA,191,0.5229295,"ingroupnonbreeder",1
"KR8M026","Kuruman 8","KRR",11,"10/03/2019",15,"Male",143,69.35182863,2018-04-30,NA,314,0.859685147,"ingroupnonbreeder",1
"KR8M026",NA,"KRR",NA,"09/09/2019",NA,"Male",NA,NA,2018-04-30,NA,497,1.360711841,"Disappeared",2
"KR8M032","Kuruman 8","KRR",11,"10/03/2019",15,"Male",47,69.35182863,2019-03-09,NA,0,0,"ingroupnonbreeder",1
"KR8M032","Kuruman 8","KRR",12,"15/10/2019",15,"Male",106,5.217065306,2019-03-09,NA,220,0.602327173,"ingroupnonbreeder",1
"KR8M032","Kuruman 8","KRR",13,"21/04/2020",22,"Male",125,135.605622,2019-03-09,NA,409,1.119780972,"ingroupnonbreeder",1
"KR8M032","Kuruman 8","KRR",NA,"27/05/2020",NA,"Male",NA,64.81177172,2019-03-09,99,445,1.2183436,"ingroupnonbreeder",99
"KR8M034","Kuruman 8","KRR",12,"16/10/2019",15,"Male",67,5.217065306,2019-10-15,NA,0,0,"ingroupnonbreeder",1
"KR8M034","Kuruman 8","KRR",13,"20/04/2020",22,"Male",107,135.605622,2019-10-15,NA,188,0.514715948,"ingroupnonbreeder",1
"KR8M034","Kuruman 8","KRR",NA,"27/05/2020",NA,"Male",NA,64.81177172,2019-10-15,99,225,0.616016427,"ingroupnonbreeder",99
"KR8M035","Kuruman 8","KRR",12,"16/10/2019",15,"Male",80,5.217065306,2019-10-15,NA,0,0,"ingroupnonbreeder",1
"KR8M035","Kuruman 8","KRR",13,"20/04/2020",22,"Male",120,135.605622,2019-10-15,NA,188,0.514715948,"ingroupnonbreeder",1
"KR8M035","Kuruman 8","KRR",NA,"27/05/2020",NA,"Male",NA,64.81177172,2019-10-15,99,225,0.616016427,"ingroupnonbreeder",99
"KR8M037","Kuruman 8","KRR",12,"16/10/2019",15,"Male",54,5.217065306,2019-10-15,NA,0,0,"ingroupnonbreeder",1
"KR8M037","Kuruman 8","KRR",13,"20/04/2020",22,"Male",100,135.605622,2019-10-15,NA,188,0.514715948,"ingroupnonbreeder",1
"KR8M037","Kuruman 8","KRR",NA,"27/05/2020",NA,"Male",NA,64.81177172,2019-10-15,99,225,0.616016427,"ingroupnonbreeder",99
"KR8M044","Kuruman 8","KRR",13,"21/04/2020",22,"Male",22,135.605622,2020-04-20,NA,0,0,"ingroupnonbreeder",1
"KR8M044","Kuruman 8","KRR",NA,"27/05/2020",NA,"Male",NA,64.81177172,2020-04-20,99,37,0.101300479,"ingroupnonbreeder",99
"L10M007","Lonely 10","Lonely",7,"23/06/2017",8,"Male",32,52.75207139,2017-06-21,NA,0,0,"ingroupnonbreeder",1
"L10M007","Lonely 10","Lonely",NA,"02/08/2017",NA,"Male",NA,1.34743409,2017-06-21,99,42,0.114989733,"ingroupnonbreeder",99
"L11M027","Lonely 11","Lonely",7,"30/05/2017",6,"Male",77,75.0055436,2017-05-30,NA,0,0,"ingroupnonbreeder",1
"L11M027","Lonely 11","Lonely",NA,"02/08/2017",NA,"Male",NA,1.34743409,2017-05-30,99,64,0.17522245,"ingroupnonbreeder",99
"L11M028","Lonely 11","Lonely",7,"30/05/2017",6,"Male",72,75.0055436,2017-05-30,NA,0,0,"ingroupnonbreeder",1
"L11M028","Lonely 11","Lonely",NA,"02/08/2017",NA,"Male",NA,1.34743409,2017-05-30,99,64,0.17522245,"ingroupnonbreeder",99
"L11M029","Lonely 11","Lonely",7,"30/05/2017",6,"Male",75,75.0055436,2017-05-30,NA,0,0,"ingroupnonbreeder",1
"L11M029","Lonely 11","Lonely",NA,"02/08/2017",NA,"Male",NA,1.34743409,2017-05-30,99,64,0.17522245,"ingroupnonbreeder",99
"L13M013","Lonely 13","Lonely",2,"04/03/2014",10,"Male",37,263.0608928,2014-03-01,NA,0,0,"ingroupnonbreeder",1
"L13M013",NA,"Lonely",NA,"16/09/2014",10,"Male",NA,NA,2014-03-01,NA,199,0.544832307,"Disappeared",2
"L13M018","Lonely 13","Lonely",3,"18/09/2014",8,"Male",16,6.702013991,2014-09-16,NA,0,0,"ingroupnonbreeder",1
"L13M018",NA,"Lonely",NA,"29/01/2015",8,"Male",NA,NA,2014-09-16,NA,135,0.369609856,"Disappeared",2
"L13M019","Lonely 13","Lonely",3,"19/09/2014",8,"Male",16,6.702013991,2014-09-16,NA,0,0,"ingroupnonbreeder",1
"L13M019",NA,"Lonely",NA,"29/01/2015",8,"Male",NA,NA,2014-09-16,NA,135,0.369609856,"Disappeared",2
